"C_NO","SITE_CONTENT","SITE","PET_YN"
1114,"일반야영장(5면) 자동차야영장사이트(7면) 개인카라반사이트(6면)",18,"Y"
7430,"일반야영장(21면)",21,"N"
379,"카라반(9면)",9,"N"
811,"자동차야영장사이트(11면) 글램핑시설(12면) 카라반(2면)",25,"Y"
1115,"일반야영장(41면) 글램핑시설(10면)",51,"N"
1117,"일반야영장(21면)",21,"N"
1118,"일반야영장(50면) 자동차야영장사이트(50면)",100,"N"
1119,"일반야영장(25면)",25,"Y"
7006,"자동차야영장사이트(35면)",35,"N"
1121,"카라반(9면)",9,"N"
7860,"자동차야영장사이트(16면)",16,"Y"
7637,"카라반(24면)",24,"N"
1127,"일반야영장(30면)",30,"Y"
1128,"",0,"N"
1129,"자동차야영장사이트(44면)",44,"N"
1131,"일반야영장(35면)",35,"N"
1133,"일반야영장(20면)",20,"N"
1134,"일반야영장(70면)",70,"N"
1137,"",0,"N"
7898,"일반야영장(12면)",12,"N"
7147,"일반야영장(20면) 자동차야영장사이트(20면)",40,"N"
1139,"일반야영장(28면)",28,"N"
7758,"일반야영장(17면)",17,"N"
1140,"일반야영장(29면)",29,"N"
1141,"자동차야영장사이트(28면) 카라반(3면)",31,"N"
1142,"자동차야영장사이트(49면)",49,"Y"
8120,"일반야영장(15면) 자동차야영장사이트(18면)",33,"Y"
1145,"",0,"N"
7148,"",0,"N"
1563,"일반야영장(10면) 자동차야영장사이트(10면)",20,"N"
8080,"자동차야영장사이트(22면)",22,"Y"
1151,"일반야영장(39면) 카라반(4면)",43,"Y"
1152,"일반야영장(40면)",40,"N"
7567,"일반야영장(44면)",44,"Y"
1155,"일반야영장(10면)",10,"N"
1157,"일반야영장(20면)",20,"N"
7323,"",0,"N"
1163,"일반야영장(6면)",6,"Y"
7308,"",0,"N"
7028,"일반야영장(8면) 글램핑시설(6면) 카라반(3면)",17,"N"
1167,"일반야영장(23면)",23,"N"
1168,"자동차야영장사이트(75면)",75,"N"
1173,"",0,"N"
1177,"일반야영장(23면)",23,"Y"
1178,"",0,"N"
1181,"일반야영장(30면)",30,"N"
1182,"자동차야영장사이트(50면) 카라반(5면)",55,"N"
6797,"",0,"N"
1184,"",0,"N"
100071,"글램핑시설(28면)",28,"N"
100212,"일반야영장(42면)",42,"Y"
1194,"자동차야영장사이트(61면)",61,"N"
1190,"",0,"N"
1196,"",0,"N"
1192,"일반야영장(40면)",40,"N"
1504,"자동차야영장사이트(26면)",26,"N"
6987,"자동차야영장사이트(200면)",200,"Y"
2041,"자동차야영장사이트(46면)",46,"N"
7870,"일반야영장(2면) 자동차야영장사이트(17면) 카라반(5면)",24,"N"
1197,"자동차야영장사이트(106면)",106,"N"
986,"글램핑시설(8면)",8,"N"
1200,"일반야영장(24면) 자동차야영장사이트(16면)",40,"Y"
1202,"글램핑시설(12면)",12,"N"
7420,"카라반(7면)",7,"N"
8079,"자동차야영장사이트(7면)",7,"Y"
100046,"일반야영장(19면)",19,"N"
6988,"카라반(8면)",8,"N"
6989,"",0,"N"
8017,"일반야영장(21면)",21,"Y"
7831,"",0,"N"
6799,"",0,"N"
1215,"",0,"N"
1216,"일반야영장(34면)",34,"Y"
100044,"일반야영장(11면)",11,"N"
1218,"일반야영장(20면)",20,"N"
1220,"일반야영장(50면)",50,"N"
7850,"자동차야영장사이트(10면) 카라반(6면)",16,"N"
1221,"일반야영장(18면)",18,"Y"
1222,"일반야영장(22면)",22,"N"
100543,"일반야영장(15면)",15,"Y"
1225,"",0,"N"
6990,"일반야영장(20면)",20,"N"
1231,"일반야영장(25면)",25,"Y"
1233,"",0,"N"
1234,"일반야영장(80면) 카라반(20면)",100,"Y"
1235,"일반야영장(15면)",15,"Y"
100448,"글램핑시설(2면) 카라반(11면) 개인카라반사이트(2면)",15,"Y"
1237,"글램핑시설(14면)",14,"Y"
7653,"일반야영장(10면) 카라반(4면)",14,"Y"
1242,"자동차야영장사이트(25면) 글램핑시설(2면)",27,"Y"
1244,"일반야영장(25면)",25,"Y"
1245,"일반야영장(27면)",27,"N"
1246,"",0,"N"
7401,"",0,"N"
100258,"일반야영장(26면)",26,"Y"
1254,"자동차야영장사이트(29면)",29,"N"
6991,"일반야영장(33면)",33,"N"
7797,"",0,"N"
1260,"자동차야영장사이트(74면)",74,"Y"
887,"",0,"Y"
1266,"일반야영장(52면)",52,"N"
2810,"일반야영장(20면) 글램핑시설(10면)",30,"N"
6802,"일반야영장(10면)",10,"N"
100043,"자동차야영장사이트(10면)",10,"Y"
1272,"일반야영장(7면)",7,"N"
6803,"일반야영장(52면)",52,"N"
100291,"",0,"Y"
7150,"",0,"N"
1279,"일반야영장(33면)",33,"N"
1282,"",0,"N"
1283,"",0,"N"
7537,"자동차야영장사이트(12면)",12,"N"
1284,"일반야영장(23면) 글램핑시설(10면)",33,"Y"
7914,"자동차야영장사이트(39면)",39,"N"
7276,"",0,"N"
7151,"일반야영장(7면)",7,"N"
1287,"",0,"N"
7985,"자동차야영장사이트(20면)",20,"Y"
8092,"자동차야영장사이트(46면)",46,"Y"
6806,"일반야영장(30면)",30,"N"
1291,"",0,"N"
100545,"글램핑시설(13면) 카라반(13면) 덤프스테이션(1기)",27,"Y"
1293,"카라반(8면)",8,"N"
1295,"자동차야영장사이트(35면)",35,"Y"
7974,"글램핑시설(8면)",8,"Y"
1299,"자동차야영장사이트(31면)",31,"N"
8143,"일반야영장(46면)",46,"Y"
1301,"일반야영장(30면)",30,"N"
7632,"글램핑시설(5면)",5,"Y"
1303,"자동차야영장사이트(52면)",52,"N"
1305,"글램핑시설(19면) 카라반(10면)",29,"N"
7824,"자동차야영장사이트(44면)",44,"Y"
7253,"글램핑시설(31면)",31,"N"
100718,"글램핑시설(14면) 카라반(16면)",30,"Y"
7357,"글램핑시설(12면) 카라반(18면)",30,"N"
6807,"일반야영장(32면)",32,"N"
1311,"일반야영장(12면)",12,"N"
1313,"자동차야영장사이트(73면) 카라반(8면)",81,"N"
7152,"일반야영장(30면) 카라반(10면) 덤프스테이션(8기)",48,"N"
6808,"일반야영장(69면)",69,"N"
87,"자동차야영장사이트(29면) 카라반(5면)",34,"N"
100048,"",0,"N"
1316,"",0,"N"
1318,"",0,"N"
7578,"일반야영장(5면) 자동차야영장사이트(7면)",12,"N"
1321,"일반야영장(17면)",17,"N"
1323,"글램핑시설(22면)",22,"N"
1324,"일반야영장(13면)",13,"N"
1325,"",0,"N"
7959,"자동차야영장사이트(1면) 글램핑시설(6면) 카라반(3면)",10,"Y"
1327,"일반야영장(60면)",60,"N"
7917,"자동차야영장사이트(23면)",23,"Y"
1330,"",0,"N"
1332,"글램핑시설(3면)",3,"N"
100117,"일반야영장(5면) 자동차야영장사이트(13면) 글램핑시설(4면)",22,"Y"
6993,"자동차야영장사이트(10면)",10,"Y"
7747,"자동차야영장사이트(11면) 글램핑시설(11면)",22,"Y"
1335,"글램핑시설(30면)",30,"N"
1336,"일반야영장(15면)",15,"N"
100315,"자동차야영장사이트(23면)",23,"Y"
1337,"글램핑시설(18면)",18,"N"
7552,"일반야영장(4면)",4,"N"
6810,"일반야영장(15면)",15,"Y"
100467,"자동차야영장사이트(24면)",24,"Y"
848,"",0,"N"
849,"",0,"N"
8105,"글램핑시설(10면)",10,"Y"
853,"일반야영장(12면) 글램핑시설(9면)",21,"N"
855,"일반야영장(25면)",25,"Y"
7331,"일반야영장(83면)",83,"N"
859,"일반야영장(7면)",7,"N"
860,"글램핑시설(2면) 카라반(1면)",3,"N"
862,"글램핑시설(11면)",11,"N"
7787,"카라반(7면)",7,"N"
6974,"일반야영장(10면)",10,"N"
6975,"자동차야영장사이트(67면)",67,"N"
866,"일반야영장(23면)",23,"N"
872,"",0,"N"
7375,"",0,"N"
7990,"일반야영장(15면)",15,"Y"
6976,"일반야영장(3면) 글램핑시설(5면) 카라반(3면)",11,"Y"
879,"",0,"N"
6977,"일반야영장(4면) 카라반(4면)",8,"N"
2375,"",0,"N"
7633,"자동차야영장사이트(26면)",26,"Y"
8086,"자동차야영장사이트(18면)",18,"Y"
7640,"글램핑시설(8면)",8,"Y"
897,"카라반(10면)",10,"N"
900,"",0,"N"
100389,"일반야영장(12면)",12,"Y"
1888,"글램핑시설(14면)",14,"N"
7604,"일반야영장(27면)",27,"Y"
8199,"자동차야영장사이트(20면)",20,"Y"
7134,"일반야영장(39면) 글램핑시설(14면)",53,"N"
908,"일반야영장(22면)",22,"N"
8216,"일반야영장(10면)",10,"N"
7135,"",0,"N"
100299,"자동차야영장사이트(30면)",30,"Y"
6978,"자동차야영장사이트(30면)",30,"N"
913,"일반야영장(30면) 자동차야영장사이트(30면)",60,"N"
915,"자동차야영장사이트(25면)",25,"N"
916,"일반야영장(57면)",57,"N"
919,"",0,"N"
17,"일반야영장(135면) 자동차야영장사이트(135면) 글램핑시설(17면)",287,"Y"
525,"자동차야영장사이트(25면) 글램핑시설(10면)",35,"Y"
7600,"글램핑시설(5면)",5,"Y"
922,"카라반(4면)",4,"N"
923,"일반야영장(14면)",14,"N"
7136,"일반야영장(6면) 자동차야영장사이트(6면)",12,"Y"
927,"일반야영장(14면) 글램핑시설(6면)",20,"Y"
928,"자동차야영장사이트(35면)",35,"Y"
930,"글램핑시설(36면)",36,"N"
931,"카라반(6면)",6,"N"
7315,"",0,"N"
7515,"",0,"N"
7736,"일반야영장(26면) 자동차야영장사이트(10면)",36,"Y"
100646,"일반야영장(3면)",3,"Y"
933,"카라반(17면)",17,"N"
935,"",0,"N"
936,"자동차야영장사이트(46면) 카라반(16면) 개인카라반사이트(4면)",66,"N"
937,"일반야영장(28면) 자동차야영장사이트(28면)",56,"N"
938,"일반야영장(33면)",33,"N"
939,"일반야영장(110면)",110,"N"
100140,"글램핑시설(10면)",10,"Y"
944,"일반야영장(100면) 자동차야영장사이트(100면)",200,"N"
7808,"글램핑시설(5면)",5,"N"
948,"일반야영장(20면) 자동차야영장사이트(34면)",54,"Y"
161,"카라반(7면)",7,"N"
100596,"글램핑시설(34면)",34,"Y"
950,"자동차야영장사이트(45면)",45,"N"
652,"",0,"N"
100100,"자동차야영장사이트(23면)",23,"N"
7539,"글램핑시설(8면)",8,"Y"
953,"글램핑시설(10면)",10,"N"
100143,"일반야영장(8면) 글램핑시설(20면)",28,"N"
100526,"자동차야영장사이트(17면)",17,"Y"
100599,"자동차야영장사이트(8면)",8,"Y"
7437,"",0,"N"
6785,"카라반(6면)",6,"N"
100670,"글램핑시설(1면) 카라반(15면)",16,"Y"
100183,"일반야영장(38면)",38,"Y"
959,"글램핑시설(15면)",15,"N"
960,"일반야영장(20면)",20,"Y"
963,"자동차야영장사이트(45면)",45,"N"
964,"일반야영장(2면)",2,"Y"
965,"일반야영장(63면)",63,"Y"
966,"일반야영장(10면)",10,"N"
8054,"일반야영장(1면) 자동차야영장사이트(5면) 카라반(6면)",12,"N"
8210,"글램핑시설(11면) 카라반(4면)",15,"N"
100148,"일반야영장(15면) 자동차야영장사이트(15면)",30,"Y"
7876,"일반야영장(45면)",45,"N"
971,"자동차야영장사이트(36면)",36,"N"
7428,"",0,"N"
100674,"일반야영장(2면) 카라반(6면)",8,"Y"
1958,"자동차야영장사이트(19면) 글램핑시설(1면)",20,"N"
974,"글램핑시설(15면)",15,"N"
975,"일반야영장(30면)",30,"N"
977,"일반야영장(50면)",50,"N"
978,"일반야영장(14면) 카라반(15면)",29,"N"
7798,"일반야영장(15면)",15,"Y"
981,"",0,"N"
982,"일반야영장(22면)",22,"N"
983,"카라반(7면)",7,"N"
7872,"일반야영장(4면) 자동차야영장사이트(30면)",34,"Y"
100661,"글램핑시설(20면)",20,"Y"
100479,"자동차야영장사이트(30면)",30,"Y"
987,"일반야영장(70면)",70,"N"
989,"",0,"N"
7984,"카라반(5면)",5,"Y"
991,"일반야영장(30면) 글램핑시설(10면)",40,"Y"
100383,"자동차야영장사이트(55면)",55,"Y"
7139,"글램핑시설(12면) 카라반(1면)",13,"N"
100008,"일반야영장(3면) 자동차야영장사이트(3면) 글램핑시설(14면) 카라반(3면)",23,"N"
6721,"",0,"Y"
6789,"일반야영장(9면) 글램핑시설(13면)",22,"N"
7835,"일반야영장(21면) 글램핑시설(5면)",26,"Y"
1007,"자동차야영장사이트(42면) 글램핑시설(10면)",52,"N"
7586,"일반야영장(40면)",40,"Y"
1009,"일반야영장(40면) 자동차야영장사이트(40면) 글램핑시설(4면)",84,"N"
1011,"자동차야영장사이트(20면)",20,"N"
7141,"일반야영장(30면)",30,"N"
1013,"일반야영장(25면) 자동차야영장사이트(25면)",50,"Y"
1016,"일반야영장(15면)",15,"N"
6790,"일반야영장(50면) 자동차야영장사이트(50면) 글램핑시설(10면)",110,"N"
7801,"자동차야영장사이트(16면)",16,"Y"
7142,"일반야영장(50면) 글램핑시설(5면)",55,"N"
100205,"일반야영장(8면)",8,"Y"
1023,"일반야영장(28면)",28,"N"
7818,"일반야영장(29면)",29,"Y"
1024,"자동차야영장사이트(36면) 글램핑시설(5면)",41,"N"
7739,"글램핑시설(6면)",6,"N"
6791,"",0,"N"
1027,"",0,"N"
1028,"",0,"N"
1029,"",0,"Y"
1030,"",0,"N"
1031,"",0,"N"
1032,"자동차야영장사이트(23면)",23,"N"
7641,"자동차야영장사이트(5면) 카라반(4면)",9,"Y"
1034,"일반야영장(23면)",23,"Y"
1035,"일반야영장(20면)",20,"Y"
6980,"일반야영장(58면) 글램핑시설(6면)",64,"N"
7650,"자동차야영장사이트(40면)",40,"N"
2288,"일반야영장(60면)",60,"N"
1039,"카라반(12면)",12,"Y"
889,"자동차야영장사이트(44면) 카라반(19면)",63,"N"
1040,"일반야영장(56면) 카라반(41면)",97,"N"
7950,"글램핑시설(2면) 카라반(8면)",10,"N"
1043,"일반야영장(29면)",29,"N"
1045,"글램핑시설(9면)",9,"N"
7753,"일반야영장(44면) 자동차야영장사이트(3면) 글램핑시설(3면)",50,"N"
7903,"글램핑시설(13면)",13,"Y"
7899,"글램핑시설(7면)",7,"Y"
6982,"카라반(8면)",8,"N"
6949,"글램핑시설(23면)",23,"Y"
7143,"일반야영장(24면) 카라반(10면)",34,"N"
7341,"일반야영장(20면) 카라반(2면)",22,"N"
1055,"",0,"N"
100213,"일반야영장(35면) 글램핑시설(8면)",43,"Y"
7714,"자동차야영장사이트(17면)",17,"N"
7144,"일반야영장(15면)",15,"N"
8069,"자동차야영장사이트(11면)",11,"Y"
7145,"일반야영장(20면)",20,"N"
7594,"자동차야영장사이트(21면)",21,"N"
1066,"일반야영장(35면)",35,"Y"
1070,"일반야영장(50면)",50,"N"
7880,"카라반(6면)",6,"N"
1075,"",0,"Y"
7922,"카라반(8면)",8,"N"
1076,"일반야영장(36면)",36,"N"
6795,"자동차야영장사이트(24면) 덤프스테이션(2기)",26,"N"
7369,"",0,"N"
7611,"카라반(50면)",50,"N"
601,"일반야영장(17면) 글램핑시설(9면)",26,"Y"
603,"일반야영장(12면)",12,"Y"
100597,"일반야영장(48면)",48,"Y"
100086,"글램핑시설(10면)",10,"Y"
7760,"일반야영장(20면) 카라반(3면)",23,"N"
1205,"자동차야영장사이트(44면) 글램핑시설(14면)",58,"Y"
100473,"자동차야영장사이트(26면)",26,"Y"
7576,"자동차야영장사이트(11면)",11,"Y"
615,"일반야영장(30면)",30,"N"
616,"글램핑시설(18면)",18,"N"
7126,"일반야영장(10면) 자동차야영장사이트(10면) 글램핑시설(9면)",29,"N"
619,"일반야영장(5면) 글램핑시설(9면)",14,"Y"
621,"글램핑시설(7면)",7,"N"
6756,"자동차야영장사이트(17면) 개인카라반사이트(4면)",21,"N"
625,"일반야영장(20면) 카라반(5면)",25,"N"
7481,"",0,"N"
632,"개인카라반사이트(25면)",25,"N"
633,"일반야영장(46면) 글램핑시설(8면)",54,"N"
8167,"자동차야영장사이트(22면)",22,"Y"
100004,"글램핑시설(7면)",7,"Y"
635,"일반야영장(14면)",14,"Y"
7627,"카라반(11면)",11,"N"
6966,"",0,"N"
638,"글램핑시설(35면)",35,"N"
7127,"",0,"N"
641,"일반야영장(40면)",40,"Y"
643,"일반야영장(38면)",38,"N"
644,"일반야영장(25면)",25,"Y"
7989,"일반야영장(25면)",25,"N"
645,"일반야영장(10면)",10,"Y"
7257,"일반야영장(3면) 글램핑시설(5면)",8,"Y"
646,"일반야영장(7면) 카라반(3면)",10,"N"
648,"자동차야영장사이트(40면) 글램핑시설(9면)",49,"N"
7128,"일반야영장(50면) 자동차야영장사이트(50면)",100,"Y"
7129,"",0,"N"
649,"일반야영장(15면)",15,"N"
655,"",0,"N"
7851,"일반야영장(32면) 자동차야영장사이트(30면)",62,"Y"
7676,"자동차야영장사이트(64면)",64,"Y"
7130,"일반야영장(50면)",50,"N"
8059,"",0,"N"
663,"일반야영장(15면)",15,"N"
6761,"",0,"N"
7614,"",0,"N"
670,"",0,"N"
673,"카라반(5면)",5,"N"
100546,"일반야영장(13면)",13,"Y"
674,"일반야영장(23면)",23,"N"
676,"카라반(3면)",3,"N"
677,"",0,"N"
6968,"",0,"N"
681,"일반야영장(22면) 자동차야영장사이트(22면)",44,"N"
684,"",0,"N"
7222,"",0,"N"
7131,"일반야영장(80면)",80,"N"
689,"일반야영장(8면) 자동차야영장사이트(2면) 글램핑시설(2면) 카라반(13면)",25,"N"
691,"자동차야영장사이트(12면)",12,"N"
692,"일반야영장(33면)",33,"N"
6764,"일반야영장(70면)",70,"N"
697,"",0,"N"
698,"일반야영장(43면)",43,"Y"
699,"글램핑시설(15면)",15,"N"
8151,"",0,"N"
8056,"",0,"N"
100141,"",0,"N"
100323,"일반야영장(17면)",17,"Y"
6765,"일반야영장(26면) 자동차야영장사이트(15면) 카라반(14면)",55,"N"
701,"일반야영장(40면)",40,"N"
702,"일반야영장(12면)",12,"N"
703,"일반야영장(16면)",16,"N"
6969,"자동차야영장사이트(17면)",17,"Y"
704,"자동차야영장사이트(31면) 카라반(4면)",35,"Y"
7575,"일반야영장(15면)",15,"N"
705,"자동차야영장사이트(29면) 글램핑시설(5면)",34,"Y"
7132,"일반야영장(30면) 글램핑시설(8면) 개인카라반사이트(40면) 덤프스테이션(2기)",80,"Y"
100068,"일반야영장(1면)",1,"N"
710,"일반야영장(10면)",10,"N"
7948,"자동차야영장사이트(18면) 글램핑시설(4면)",22,"Y"
7507,"일반야영장(31면)",31,"N"
714,"일반야영장(19면)",19,"N"
716,"자동차야영장사이트(118면)",118,"N"
6768,"일반야영장(96면)",96,"N"
719,"일반야영장(25면)",25,"N"
7612,"자동차야영장사이트(38면)",38,"Y"
722,"일반야영장(60면) 자동차야영장사이트(60면) 카라반(1면)",121,"Y"
6971,"일반야영장(33면)",33,"N"
725,"자동차야영장사이트(60면) 글램핑시설(17면)",77,"N"
728,"일반야영장(17면)",17,"N"
731,"일반야영장(3면) 글램핑시설(11면)",14,"Y"
734,"글램핑시설(5면)",5,"N"
7930,"",0,"N"
100384,"글램핑시설(12면) 카라반(2면)",14,"Y"
739,"자동차야영장사이트(10면) 글램핑시설(5면)",15,"N"
2831,"글램핑시설(8면)",8,"N"
8188,"자동차야영장사이트(20면)",20,"Y"
100108,"일반야영장(19면)",19,"N"
7569,"일반야영장(50면)",50,"N"
7799,"일반야영장(30면)",30,"Y"
7533,"자동차야영장사이트(43면)",43,"N"
751,"글램핑시설(10면)",10,"N"
755,"글램핑시설(9면)",9,"Y"
6773,"",0,"N"
761,"자동차야영장사이트(36면) 카라반(17면)",53,"N"
766,"자동차야영장사이트(69면)",69,"N"
774,"자동차야영장사이트(23면)",23,"N"
7767,"일반야영장(12면)",12,"Y"
777,"",0,"N"
100521,"",0,"Y"
3454,"",0,"N"
782,"",0,"N"
783,"일반야영장(10면) 글램핑시설(6면)",16,"N"
7894,"일반야영장(15면) 자동차야영장사이트(15면) 글램핑시설(5면) 카라반(4면)",39,"Y"
784,"자동차야영장사이트(150면) 글램핑시설(5면)",155,"N"
100515,"",0,"Y"
100415,"글램핑시설(8면) 카라반(3면)",11,"Y"
7781,"일반야영장(8면)",8,"N"
797,"글램핑시설(22면) 카라반(15면)",37,"Y"
785,"글램핑시설(13면) 카라반(10면)",23,"Y"
787,"카라반(14면)",14,"N"
7415,"",0,"N"
788,"일반야영장(23면)",23,"N"
789,"일반야영장(10면)",10,"N"
791,"일반야영장(20면) 글램핑시설(12면) 카라반(4면)",36,"N"
100015,"자동차야영장사이트(65면) 글램핑시설(7면)",72,"Y"
100127,"글램핑시설(18면)",18,"N"
100416,"자동차야영장사이트(22면) 개인카라반사이트(10면)",32,"Y"
100194,"글램핑시설(10면) 카라반(20면)",30,"N"
6778,"일반야영장(24면)",24,"N"
7740,"일반야영장(11면)",11,"Y"
794,"일반야영장(20면)",20,"Y"
7241,"",0,"N"
798,"카라반(5면)",5,"N"
8028,"일반야영장(25면) 글램핑시설(3면) 카라반(4면)",32,"N"
7345,"",0,"N"
801,"일반야영장(33면)",33,"Y"
800,"자동차야영장사이트(32면)",32,"Y"
803,"일반야영장(30면)",30,"N"
804,"",0,"N"
7440,"",0,"N"
805,"일반야영장(62면) 자동차야영장사이트(62면)",124,"N"
7750,"일반야영장(12면) 자동차야영장사이트(3면) 카라반(5면)",20,"Y"
808,"",0,"N"
812,"일반야영장(28면)",28,"N"
814,"일반야영장(70면) 글램핑시설(8면) 덤프스테이션(1기)",79,"N"
819,"일반야영장(92면)",92,"N"
818,"일반야영장(38면)",38,"N"
821,"일반야영장(40면)",40,"N"
822,"일반야영장(28면)",28,"N"
100373,"카라반(13면)",13,"N"
7939,"자동차야영장사이트(25면) 글램핑시설(2면)",27,"N"
824,"",0,"N"
826,"자동차야영장사이트(29면)",29,"N"
827,"일반야영장(78면)",78,"N"
828,"자동차야영장사이트(24면)",24,"N"
829,"일반야영장(40면) 카라반(10면)",50,"N"
831,"자동차야영장사이트(60면)",60,"N"
7986,"자동차야영장사이트(40면)",40,"Y"
7547,"일반야영장(18면)",18,"N"
833,"일반야영장(27면)",27,"N"
8217,"일반야영장(19면) 글램핑시설(13면)",32,"N"
837,"일반야영장(60면)",60,"Y"
839,"일반야영장(35면)",35,"N"
6973,"자동차야영장사이트(29면)",29,"N"
7673,"자동차야영장사이트(6면) 카라반(5면)",11,"N"
7566,"일반야영장(104면)",104,"Y"
7587,"일반야영장(22면)",22,"Y"
7125,"일반야영장(43면)",43,"Y"
8206,"글램핑시설(5면) 카라반(13면)",18,"Y"
